Operator,Scheme Name,Area,Approval Number,Recovery Method,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
Murphy,,Peace River,11306B,Primary,49.45,41.59,47.94,34.15,36.34,42.3,33.46,59.49,71.73,46.17,52.11,53.32,2016
Baytex,,Peace River,11327A,Primary,0.0,0.0,0.0,0.84,,,,,,,,,2016
Husky,,Cold Lake,11350,Primary,5.09,7.02,3.82,1.58,4.7,4.15,3.71,3.0,4.04,2.12,3.19,1.24,2016
BlackPearl,,Cold Lake,11364C,Primary,16.72,13.0,17.28,15.79,18.72,15.64,16.16,18.43,16.85,22.07,15.69,13.4,2016
CNRL,,Cold Lake,11383A,Primary,32.54,28.07,24.02,23.65,26.64,22.74,22.59,17.6,23.0,22.44,21.76,18.98,2016
Husky,,Cold Lake,11416,Primary,1.51,2.52,1.81,1.72,2.5,1.7,1.72,1.61,1.63,0.52,1.57,0.51,2016
CNRL,,Cold Lake,11428D,Primary,405.11,350.15,385.51,378.25,386.91,376.67,382.76,348.88,336.64,298.64,285.91,250.09,2016
Solara Exploration Ltd.,,Cold Lake,11429A,Primary,1.51,4.46,1.94,2.72,4.97,1.98,3.37,3.35,5.21,8.33,5.9,3.4,2016
Baytex,,Peace River,11437A,Primary,4.71,0.0,0.0,0.0,0.0,0.0,0.05,1.07,0.0,6.36,5.61,5.55,2016
Husky,,Cold Lake,11450,Primary,2.91,4.17,8.06,6.89,5.64,9.07,9.34,11.48,14.26,10.59,14.52,16.85,2016
CNRL,,Cold Lake,11477F,Primary,504.02,534.27,548.53,537.88,503.25,534.59,538.22,526.46,502.19,499.82,489.49,429.35,2016
CNRL,,Athabasca,11480A,Primary,2246.95,2276.4,2177.93,2115.77,2062.58,1916.35,2054.97,1946.71,1941.88,1924.0,1742.35,1663.85,2016
CNRL,,Cold Lake,11481,Primary,2.29,0.83,2.87,1.52,1.89,1.65,2.05,2.85,2.77,0.76,2.17,0.78,2016
Husky,,Athabasca,11501,Primary,46.71,48.26,40.16,32.15,33.79,31.56,31.72,34.38,34.99,39.75,33.22,32.32,2016
CNRL,,Cold Lake,11503A,Primary,63.47,48.54,43.69,34.48,46.4,44.04,47.43,48.41,29.26,45.51,50.46,60.12,2016
Rife Resources Ltd.,,Cold Lake,11535,Primary,0.81,0.04,1.77,1.05,0.93,0.93,0.0,0.84,1.36,,,,2016
CNRL,,Cold Lake,11538,Primary,4.84,8.89,8.98,9.72,7.91,7.67,6.62,3.86,3.75,3.6,3.65,3.58,2016
Bellatrix Exploration Ltd.,,Cold Lake,11545,Primary,3.51,3.0,3.09,2.65,4.12,3.14,3.24,3.46,3.5,2.52,2.73,2.81,2016
Shell,,Peace River,11556,Primary,205.75,218.5,196.55,206.33,203.9,193.36,218.61,178.95,191.7,209.66,178.24,172.13,2016
CNRL,,Cold Lake,11566,Primary,0.63,0.0,0.59,0.1,0.59,0.0,0.69,0.0,0.67,0.0,0.63,0.49,2016
Cenovus,,Cold Lake,11567,Primary,7.11,4.13,2.76,,,,,,,,,,2016
CNRL,,Cold Lake,11574A,Primary,43.1,43.9,40.92,46.21,43.59,43.37,38.98,37.63,39.87,51.73,38.66,52.09,2016
CNRL,,Cold Lake,11624F,Primary,99.08,90.31,32.49,2.39,1.44,1.83,2.79,1.52,2.22,1.3,0.81,1.16,2016
Cenovus,,Cold Lake,11629B,Primary,1.38,0.4,0.44,0.84,0.64,1.49,0.3,1.71,0.0,0.5,2.09,0.73,2016
Cenovus,,Cold Lake,11630B,Primary,5.37,4.21,7.49,6.85,4.93,6.2,5.47,5.15,4.41,5.42,6.32,2.69,2016
Cenovus,,Cold Lake,11634C,Primary,4.89,5.41,4.1,0.7,1.97,0.34,3.53,2.96,2.14,2.33,1.77,2.12,2016
CNRL,,Cold Lake,11643C,Primary,13.51,11.39,11.07,8.86,12.78,10.26,12.15,10.65,8.87,9.58,8.04,7.7,2016
CNRL,,Cold Lake,11644C,Primary,54.44,51.9,47.81,44.5,44.95,41.52,47.01,44.01,48.1,47.16,55.01,47.29,2016
CNRL,,Cold Lake,11645B,Primary,14.66,18.01,16.1,16.31,19.43,16.5,16.42,15.89,16.35,13.98,14.06,13.4,2016
CNRL,,Cold Lake,11646C,Primary,18.75,20.77,14.47,16.82,16.58,13.16,18.01,16.87,15.1,13.49,5.55,4.07,2016
CNRL,,Cold Lake,11647D,Primary,70.89,68.39,64.15,69.09,61.61,54.96,53.0,56.71,51.55,52.0,62.06,57.56,2016
CNRL,,Athabasca,11676,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.76,4.37,3.98,7.19,3.95,3.85,2016
Murphy,,Peace River,11692B,Primary,71.2,64.5,65.83,68.92,55.47,60.51,42.61,53.35,45.61,34.34,53.73,48.28,2016
CNRL,,Cold Lake,11720,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
CNRL,,Cold Lake,11722,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
CNRL,,Cold Lake,11724,Primary,2.76,1.7,1.25,1.9,2.22,1.59,0.71,3.81,3.1,2.95,3.19,3.01,2016
CNRL,,Cold Lake,11751A,Primary,62.7,82.04,82.51,85.46,86.44,66.21,73.76,74.76,74.92,70.57,62.32,47.97,2016
Husky,,Cold Lake,11822,Primary,7.27,7.54,7.16,4.78,4.14,4.35,6.83,4.84,4.71,3.1,1.68,0.64,2016
Baytex,,Peace River,11915,Primary,112.12,50.27,0.0,0.0,61.16,137.7,113.78,101.05,106.86,93.59,98.64,92.0,2016
Rife Resources Ltd.,,Cold Lake,11917,Primary,54.79,54.94,51.75,52.33,58.33,64.0,66.2,65.67,61.17,60.29,65.84,83.79,2016
Baytex,,Cold Lake,11945A,Primary,35.99,33.36,30.7,28.39,27.25,27.07,25.52,30.81,29.6,32.54,29.43,25.6,2016
Perpetual,,Cold Lake,12043A,Primary,0.77,0.36,0.66,0.0,0.0,0.15,,,,,,,2016
Husky,,Cold Lake,12142,Primary,4.01,4.34,3.49,4.57,4.53,3.57,4.47,4.62,4.69,4.55,4.63,3.62,2016
Deltastream Energy Corporation,,Athabasca,12218B,Primary,2.68,3.52,4.59,1.37,2.79,2.21,0.92,0.0,0.0,0.0,2.74,0.0,2016
Long Lake Energy Ltd.,,Peace River,12227B,Primary,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.86,0.0,1.16,2016
Devon,,Cold Lake,12318A,Primary,22.84,18.76,20.05,13.14,14.7,12.16,11.06,14.13,14.65,16.02,14.36,12.6,2016
Devon,,Cold Lake,12321,Primary,4.91,6.88,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.08,,2016
Twin Butte Energy Ltd.,,Cold Lake,12335,Primary,20.2,18.17,18.39,23.13,19.63,18.48,14.77,16.34,16.01,14.35,16.1,14.27,2016
Spur,,Athabasca,12471D,Primary,0.0,12.47,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.65,2016
Spur,,Athabasca,12541,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,2016
Prosper Petroleum Ltd.,,Peace River,12564,Primary,15.57,9.77,0.0,0.0,0.0,22.27,20.12,10.86,14.68,14.48,26.07,22.25,2016
CNRL,,Cold Lake,4746FF,Primary,2117.15,2012.76,1884.73,1761.79,1694.81,1556.67,1606.84,1630.31,1539.39,1545.42,1461.45,1492.05,2016
CNRL,,Cold Lake,6280H,Primary,370.4,362.52,351.46,362.6,349.86,352.32,339.3,332.66,328.04,318.41,365.89,340.39,2016
CNRL,,Athabasca,6619AA,Primary,87.05,75.13,79.95,85.17,90.92,92.84,94.45,86.19,96.37,89.52,81.71,74.95,2016
CNRL,,Cold Lake,6726S,Primary,431.91,413.03,399.59,402.82,399.51,397.07,447.59,433.65,458.27,440.13,410.73,379.81,2016
Twin Butte Energy Ltd.,,Cold Lake,7164O,Primary,23.99,24.87,19.9,20.3,23.0,17.61,23.61,19.38,14.56,8.22,12.84,16.64,2016
CNRL,,Cold Lake,7389D,Primary,19.25,17.96,19.14,19.05,21.17,25.0,22.54,22.4,21.53,27.1,29.57,15.99,2016
Gear Energy Ltd.,,Cold Lake,7515E,Primary,43.74,46.13,37.52,39.39,46.93,37.91,34.49,32.75,34.13,32.25,33.7,26.62,2016
BlackPearl,,Cold Lake,7920M,Primary,140.08,142.14,128.38,143.4,148.85,119.53,131.71,146.85,141.98,131.65,141.08,126.52,2016
Devon,,Cold Lake,7936U,Primary,3482.46,3415.94,3354.5,3117.35,3083.24,3096.36,2993.16,2923.78,2768.63,2728.94,2773.27,2562.17,2016
Husky,,Cold Lake,7990P,Primary,169.65,173.18,178.0,179.47,184.41,193.12,176.13,185.14,176.15,178.88,164.35,144.14,2016
CNRL,,Cold Lake,8002E,Primary,11.87,13.86,12.93,12.85,8.55,10.59,12.53,12.15,11.57,11.45,10.96,11.15,2016
CNRL,,Cold Lake,8017D,Primary,3.76,2.13,2.79,3.89,4.09,2.64,3.53,2.1,2.83,1.51,3.37,3.68,2016
CNRL,,Cold Lake,8018E,Primary,418.4,410.69,343.26,369.89,391.38,412.88,388.05,406.69,373.07,384.87,403.3,380.69,2016
CNRL,,Cold Lake,8035B,Primary,13.21,11.98,15.87,11.37,15.49,14.58,10.67,11.6,11.03,9.76,11.28,6.38,2016
CNRL,,Cold Lake,8042L,Primary,2647.75,2562.92,2414.0,2367.85,2250.05,2211.66,2126.71,2047.5,2062.49,2131.58,2251.81,2086.29,2016
CNRL,,Cold Lake,8043C,Primary,216.86,208.08,192.3,209.4,191.94,212.94,219.51,238.21,234.89,213.79,204.28,182.99,2016
CNRL,,Cold Lake,8069G,Primary,297.08,294.54,264.99,285.16,243.2,238.26,241.15,254.99,275.98,289.6,288.79,249.97,2016
CNRL,,Cold Lake,8161F,Primary,66.14,69.9,67.91,67.67,67.02,66.14,73.27,67.07,73.86,61.58,65.85,66.03,2016
CNRL,,Cold Lake,8162J,Primary,400.58,407.67,375.37,338.23,353.25,376.23,379.82,380.7,328.55,297.88,299.7,274.31,2016
CNRL,,Cold Lake,8179D,Primary,14.44,8.18,10.83,10.8,9.64,8.73,14.13,9.08,14.69,11.45,14.99,10.21,2016
Devon,,Cold Lake,8202B,Primary,44.34,47.23,46.65,45.93,42.51,46.45,49.61,42.2,47.41,43.41,41.19,42.28,2016
CNRL,,Cold Lake,8207B,Primary,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.85,,2016
CNRL,,Cold Lake,8215D,Primary,220.3,219.28,211.6,211.61,206.23,203.14,191.86,191.64,202.19,194.82,200.22,173.53,2016
CNRL,,Cold Lake,8319,Primary,13.41,12.84,8.88,7.48,9.5,8.11,7.58,8.92,13.5,15.64,14.04,8.82,2016
Kasten Energy Inc.,,Cold Lake,8341E,Primary,18.47,25.78,20.44,15.4,10.04,12.22,9.72,15.65,25.26,16.06,12.83,15.3,2016
CNRL,,Cold Lake,8536A,Primary,4.74,3.47,4.62,4.02,3.8,3.39,3.73,3.73,4.04,4.51,3.93,3.6,2016
Devon,,Cold Lake,8611A,Primary,1.79,0.96,3.33,1.97,0.87,1.91,2.74,2.65,1.93,4.33,0.0,0.99,2016
Husky,,Cold Lake,8655B,Primary,11.57,11.91,12.21,13.36,16.79,15.54,12.68,13.49,13.0,14.61,10.96,11.3,2016
Husky,,Athabasca,8756E,Primary,558.4,522.0,523.0,466.56,496.82,483.92,556.21,490.55,481.89,508.71,487.49,439.63,2016
Harvest Operations Corp.,,Cold Lake,8845B,Primary,0.56,0.67,0.9,0.96,1.15,1.25,1.29,0.17,1.96,1.14,0.77,0.88,2016
CNRL,,Cold Lake,8908M,Primary,584.52,579.08,559.27,513.52,475.85,530.75,567.09,583.42,563.37,520.6,567.43,555.91,2016
Buffalo Resources Corp.,,Cold Lake,8932C,Primary,0.36,0.15,0.9,1.75,0.82,,,,,,,,2016
Murphy,,Peace River,8972F,Primary,22.44,13.18,4.42,5.01,4.99,5.42,3.77,3.7,2.45,2.35,2.57,0.23,2016
CNRL,,Athabasca,8993D,Primary,42.49,60.0,46.81,39.76,30.81,36.99,41.9,52.54,53.55,27.9,39.68,41.85,2016
CNRL,,Cold Lake,9006B,Primary,19.28,18.43,21.68,19.89,19.32,24.76,15.33,13.77,11.13,14.99,12.41,13.61,2016
Devon,,Cold Lake,9148,Primary,8.05,7.6,2.38,0.0,0.0,0.78,0.26,,,,,,2016
Devon,,Cold Lake,9158D,Primary,36.94,32.53,35.14,32.05,36.63,29.76,28.67,30.11,29.36,24.77,25.44,28.03,2016
Harvest Operations Corp.,,Cold Lake,9266B,Primary,27.7,26.75,18.33,18.29,16.78,14.77,15.8,14.89,13.47,14.24,13.06,11.25,2016
Baytex,,Cold Lake,9278M,Primary,46.06,52.67,50.78,39.55,38.18,50.98,53.81,40.15,43.15,55.25,49.24,40.62,2016
Devon,,Cold Lake,9313A,Primary,2.44,2.89,1.98,1.19,1.25,1.21,1.4,0.7,0.66,1.94,2.1,1.61,2016
CNRL,,Cold Lake,9340D,Primary,261.65,259.3,258.61,216.85,192.13,191.68,179.8,157.45,175.01,190.04,211.3,209.66,2016
CNRL,,Cold Lake,9349D,Primary,21.36,24.45,22.58,26.78,34.3,30.44,31.4,28.31,19.18,17.24,16.73,12.93,2016
CNRL,,Cold Lake,9387N,Primary,778.84,748.07,736.97,706.86,660.13,633.38,630.44,629.34,611.34,618.85,589.58,528.21,2016
CNRL,,Cold Lake,9415CC,Primary,968.66,903.84,927.37,860.58,895.3,912.32,938.62,896.84,983.78,946.72,915.24,863.85,2016
Gear Energy Ltd.,,Cold Lake,9427F,Primary,15.81,13.71,16.02,12.92,13.83,14.26,14.95,12.29,13.08,14.16,15.03,13.98,2016
CNRL,,Athabasca,9466R,Primary,166.58,148.76,147.25,146.4,138.22,140.33,139.81,136.94,149.93,174.43,178.45,156.47,2016
CNRL,,Cold Lake,9473D,Primary,4.0,2.33,3.26,2.69,2.05,2.81,2.66,0.87,2.75,2.16,2.93,1.39,2016
Baytex,,Cold Lake,9579D,Primary,23.25,15.24,16.72,14.32,17.95,14.0,21.7,21.78,18.46,19.55,17.0,21.07,2016
Penn West,,Peace River,9607C,Primary,36.98,53.95,55.13,46.17,45.15,48.6,41.0,45.57,44.55,37.76,36.24,24.69,2016
Murphy,,Peace River,9727D,Primary,52.69,48.68,33.02,51.52,76.73,85.24,71.4,62.44,42.56,41.54,44.26,37.5,2016
Bronco Energy Ltd.,,Athabasca,9774E,Primary,7.26,2.28,,,,,,,,,,,2016
Devon,,Cold Lake,9821C,Primary,3.02,1.9,1.89,3.15,3.19,2.99,2.24,3.05,2.97,3.21,3.32,2.73,2016
Frog Lake Energy Resources Corp.,,Cold Lake,9827K,Primary,129.25,119.83,134.57,117.01,124.02,142.43,136.08,152.54,168.24,166.49,157.03,169.31,2016
Husky,,Cold Lake,9873E,Primary,67.83,70.83,71.14,60.5,62.27,55.06,59.09,65.87,75.72,57.35,71.07,49.45,2016
CNRL,,Athabasca,9884F,Primary,15.85,15.33,13.72,15.44,15.27,14.98,14.19,17.46,17.48,15.62,14.66,14.53,2016
Baytex,,Cold Lake,9908H,Primary,3.43,3.74,2.39,2.84,3.78,4.32,3.3,1.65,3.4,4.09,2.44,2.48,2016
Baytex,Cadotte HCSS,Peace River,11778D,Commercial-CSS,0.0,0.0,0.0,0.0,0.0,,,,,,,,2017
SCCC Petroleum Corporation,,Peace River,12676,Commercial-CSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
CNRL,Peace River,Peace River,8143DD,Commercial-CSS,842.63,862.23,811.37,765.25,791.4,775.97,825.31,693.68,688.62,582.2,676.91,621.59,2017
Imperial,Cold Lake,Cold Lake,8558KK,Commercial-CSS,25742.3,24364.81,25393.75,25480.79,24623.5,26322.11,26104.65,25579.63,26224.9,26292.51,27035.31,26985.18,2017
CNRL,Primrose and Wolf Lake,Cold Lake,9140LL,Commercial-CSS,14426.45,14538.87,12962.35,8712.21,11752.3,11287.71,12267.94,12760.96,12173.62,12493.03,13392.98,13318.75,2017
Devon,Jackfish,Athabasca,10097PP,Commercial-SAGD,19953.72,20386.16,20311.08,20368.07,18780.71,12736.36,11943.32,20120.47,20191.67,19903.91,19180.98,18618.99,2017
OSUM,Orion,Cold Lake,10103S,Commercial-SAGD,1217.98,1234.19,1200.13,1255.15,1158.45,1154.12,1199.34,1288.81,1302.82,1398.49,1581.22,1462.26,2017
Husky,Sunrise,Athabasca,10419X,Commercial-SAGD,5532.96,5751.26,5759.94,6065.72,6237.14,6048.55,6476.27,6307.67,6490.16,7006.06,7418.93,7469.59,2017
Connacher Oil And Gas Limited,Great Divide,Athabasca,10587S,Commercial-SAGD,1896.63,1930.45,1919.5,1707.24,2012.36,2026.56,2005.13,2059.18,2045.71,2093.66,2158.99,2098.76,2017
MEG,Christina Lake (MEG),Athabasca,10773RR,Commercial-SAGD,12058.12,11036.6,11968.29,11742.31,9161.52,11623.51,12425.01,12684.68,12695.84,13160.15,13745.0,14441.79,2017
Athabasca Oil,Leismer,Athabasca,10935U,Commercial-SAGD,3398.13,3592.79,3570.3,3391.71,3231.7,3134.87,3144.02,2972.81,3187.77,3321.4,3331.77,3360.07,2017
CNRL,Kirby,Athabasca,11475V,Commercial-SAGD,6115.08,5998.06,5710.51,5644.19,4290.01,6625.87,5832.44,6039.07,5787.92,5563.77,5435.19,5853.28,2017
BlackPearl,Blackrod,Athabasca,11522F,Commercial-SAGD,88.3,86.58,84.81,79.99,73.25,59.89,73.83,80.36,79.77,78.69,75.92,74.61,2017
PetroChina,Mackay River(Brion),Athabasca,11715F,Commercial-SAGD,0.0,9.06,8.31,45.79,143.38,303.86,805.79,1095.93,1243.59,1327.05,1401.06,1521.95,2017
Sunshine Oilsands Ltd.,West Ells,Athabasca,11764G,Commercial-SAGD,228.82,239.09,282.81,248.19,309.57,277.92,206.95,272.31,363.15,332.54,423.75,366.83,2017
Athabasca Oil,Hangingstone,Athabasca,11888E,Commercial-SAGD,1208.43,1416.75,1452.48,1378.45,1392.84,1468.18,1307.41,1378.75,1493.86,1510.65,1512.52,1538.97,2017
Japan Canada Oil Sands Limited,Hangingstone,Athabasca,11910C,Commercial-SAGD,0.0,0.0,0.0,0.0,0.0,0.0,138.83,348.6,729.98,1399.51,1535.53,2217.85,2017
Pengrowth,Lindbergh,Cold Lake,6410P,Commercial-SAGD,2319.72,2464.82,2272.0,2142.34,2172.4,2221.44,2157.3,2233.51,1370.17,2324.82,2283.3,2288.38,2017
Cenovus,Christina Lake,Athabasca,8591DDD,Commercial-SAGD,30749.57,31467.49,33853.48,33561.78,32040.97,32716.88,32598.26,32820.68,33747.47,31836.96,32885.6,33787.75,2017
Cenovus,Foster Creek,Athabasca,8623RRR,Commercial-SAGD,26245.65,25537.79,25239.04,23997.61,18094.77,26187.02,26653.38,22577.89,24386.27,25146.45,24267.48,24271.58,2017
Suncor,Mackay River,Athabasca,8668UU,Commercial-SAGD,5611.15,5666.24,5695.1,5560.0,3029.49,5802.23,5755.49,5817.56,2649.12,2710.79,5298.0,5645.67,2017
Japan Canada Oil Sands Limited,Hangingstone,Athabasca,8788M,Commercial-SAGD,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2017
Suncor,Firebag,Athabasca,8870VVV,Commercial-SAGD,32080.25,32321.53,32276.55,22523.1,13037.39,18591.66,30514.43,32927.0,33866.1,33602.22,32443.05,33330.2,2017
ConocoPhillips,Surmont,Athabasca,9426NN,Commercial-SAGD,17557.54,18268.73,15139.88,11105.5,20050.02,19795.75,18425.66,21477.51,21412.93,21687.89,21927.8,22224.69,2017
Nexen,Long Lake,Athabasca,9485YY,Commercial-SAGD,6502.16,5937.7,5746.01,5201.81,6314.93,6591.95,6849.63,6775.79,6666.43,7077.8,7066.8,6998.36,2017
Husky,Tucker Lake,Cold Lake,9835T,Commercial-SAGD,3503.46,3376.92,3709.66,3682.53,3724.71,2935.08,2623.36,3700.66,3779.46,3716.82,3638.72,3398.65,2017
CNRL,Brintnell,Athabasca,10147G,Enhanced Recovery,469.9,506.59,473.15,464.38,376.63,299.05,337.14,375.86,394.22,376.29,356.68,344.96,2017
CNRL,Brintnell,Athabasca,10423W,Enhanced Recovery,3642.75,3623.36,3394.47,3544.84,3584.26,3636.93,3535.56,3630.58,3461.82,3532.75,3631.34,3527.95,2017
Cenovus,EnCAID,Athabasca,10440L,Enhanced Recovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
CNRL,Brintnell,Athabasca,10787Q,Enhanced Recovery,1962.73,1929.36,1919.86,2018.35,2113.47,2000.06,2070.92,2036.84,2222.62,2151.31,2042.3,1959.25,2017
Baytex,Seal Polymer,Peace River,11320F,Enhanced Recovery,116.46,129.96,124.25,118.94,111.73,98.29,82.82,96.68,86.75,86.08,130.09,104.8,2017
Baytex,,Peace River,12640,Enhanced Recovery,3.64,5.85,5.95,8.59,5.02,5.88,3.91,4.85,3.88,2.57,3.43,3.4,2017
CNRL,,Cold Lake,12641,Enhanced Recovery,0.44,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,1.43,0.66,2017
CNRL,Brintnell,Athabasca,9404X,Enhanced Recovery,3204.36,3186.73,3024.95,3185.36,3109.96,3044.49,3043.85,3024.64,3064.92,3185.27,3174.65,3117.04,2017
CNRL,Brintnell,Athabasca,9673P,Enhanced Recovery,1359.17,1324.92,1272.6,1271.1,1223.65,1231.1,1287.59,1294.54,1281.02,1266.2,1198.53,1187.86,2017
CNRL,Downhole Electric Heater Project,Peace River,12582A,Experimental,0.0,1.77,3.57,4.04,5.58,7.41,8.17,4.98,6.46,0.84,6.52,6.02,2017
Baytex,,Peace River,10070J,Primary,113.99,114.82,103.94,97.36,86.22,108.87,115.14,109.58,122.89,107.74,87.36,93.52,2017
CNRL,,Cold Lake,10154F,Primary,30.58,31.71,26.49,32.07,25.96,33.11,26.46,30.74,26.93,32.63,30.19,26.75,2017
Obsidian,,Peace River,10174E,Primary,131.55,156.38,119.94,120.15,115.03,127.67,130.32,124.51,118.75,119.7,132.88,100.71,2017
Husky,,Cold Lake,10259,Primary,11.01,13.71,16.7,8.1,9.61,14.91,7.69,10.94,10.5,10.15,8.52,10.39,2017
Devon,,Cold Lake,10310B,Primary,68.02,64.72,64.37,52.75,61.92,67.53,65.81,61.57,59.27,59.0,54.15,51.87,2017
Baytex,,Peace River,10329J,Primary,231.06,252.01,311.96,320.31,297.74,284.19,294.33,304.06,314.68,345.23,355.33,323.43,2017
Baytex,,Peace River,10391J,Primary,1869.52,1718.74,1659.83,1782.46,1890.36,1808.95,1829.95,1734.03,1716.69,1721.73,1648.79,1363.15,2017
Baytex,,Peace River,10412D,Primary,115.99,99.43,88.49,107.24,133.79,88.86,98.29,106.43,86.45,91.66,89.02,62.24,2017
CNRL,,Cold Lake,10454A,Primary,2.85,2.97,3.22,3.5,3.85,4.42,3.28,3.89,3.83,5.05,2.17,1.68,2017
CNRL,,Cold Lake,10459,Primary,4.86,5.84,4.81,4.22,4.69,1.57,4.23,2.21,4.03,3.46,2.43,2.07,2017
CNRL,,Cold Lake,10518H,Primary,154.52,133.9,139.96,82.88,103.03,92.03,102.8,115.08,124.24,110.46,94.82,96.17,2017
CNRL,,Cold Lake,10547,Primary,30.5,33.33,31.39,32.39,29.99,31.52,29.95,32.44,29.63,30.28,30.99,26.69,2017
CNRL,,Peace River,10557J,Primary,1117.01,1064.28,1083.17,1110.93,1000.01,1033.04,1104.99,1098.05,1162.74,1083.05,1135.6,921.29,2017
Husky,,Cold Lake,10597C,Primary,35.27,41.21,42.49,34.91,37.91,32.21,36.35,36.33,44.23,38.6,37.69,33.52,2017
CNRL,,Cold Lake,10618H,Primary,119.38,107.1,109.24,107.66,104.34,94.75,103.57,107.05,111.33,109.66,117.29,,2017
Husky,,Cold Lake,10619K,Primary,228.83,255.91,225.39,124.41,152.32,200.69,193.86,224.21,199.92,201.33,196.67,169.5,2017
Obsidian,,Peace River,10647G,Primary,5.11,4.89,8.15,6.34,8.49,9.21,9.81,8.8,8.09,8.15,7.79,7.85,2017
CNRL,,Cold Lake,10725,Primary,4.77,4.75,3.36,5.06,5.3,4.55,3.21,3.39,3.17,3.63,1.28,1.64,2017
Obsidian,,Peace River,10745D,Primary,275.65,255.4,241.62,268.74,304.22,337.47,257.23,268.27,258.37,280.5,299.95,245.82,2017
Husky,,Cold Lake,10812B,Primary,25.22,27.46,27.97,12.22,22.48,26.71,19.55,16.76,17.57,16.68,17.14,11.69,2017
Devon,,Cold Lake,10828C,Primary,88.25,74.2,76.45,67.69,70.92,66.91,71.45,61.64,49.28,46.9,44.89,42.91,2017
Gear Energy Ltd.,,Cold Lake,10853C,Primary,10.08,12.39,10.74,8.72,12.03,14.46,13.55,11.46,8.23,12.14,10.38,8.46,2017
CNRL,,Cold Lake,10882,Primary,3.32,2.99,3.29,4.06,2.76,3.58,2.2,2.51,2.67,1.78,2.72,2.69,2017
CNRL,,Cold Lake,11016A,Primary,352.75,351.96,338.41,346.11,319.98,328.96,307.48,322.4,324.88,310.22,315.22,277.11,2017
Husky,,Cold Lake,11041E,Primary,22.71,20.48,21.81,17.6,20.12,15.37,17.35,16.23,17.6,17.1,15.86,16.56,2017
Obsidian,,Peace River,11060K,Primary,963.94,867.74,902.99,912.56,935.85,962.34,941.13,893.72,972.1,929.77,974.77,1132.79,2017
CNRL,,Cold Lake,11188B,Primary,172.32,174.38,131.15,119.14,120.29,127.29,130.35,134.05,148.19,168.36,145.15,127.85,2017
West Lake Energy Corp.,,Cold Lake,11191B,Primary,3.4,2.85,2.53,0.0,2.2,1.04,0.4,0.84,0.94,0.95,2.68,1.49,2017
Husky,,Cold Lake,11192,Primary,0.0,0.0,,,,,,,,,,,2017
Husky,,Cold Lake,11205,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,1.21,,,2017
CNRL,,Cold Lake,11227D,Primary,31.24,36.85,32.18,28.99,33.25,37.1,35.61,31.32,33.31,30.15,32.47,35.61,2017
Husky,,Cold Lake,11246C,Primary,24.79,26.13,22.35,9.57,8.74,13.79,19.29,20.41,20.16,17.87,17.07,15.55,2017
West Lake Energy Corp.,,Cold Lake,11256I,Primary,155.86,149.14,155.45,121.04,122.1,126.93,114.78,111.98,106.7,103.26,104.15,90.69,2017
Husky,,Cold Lake,11287A,Primary,2.81,7.42,8.14,4.59,2.69,1.14,5.85,4.61,6.35,2.75,6.25,5.77,2017
Baytex,,Peace River,11306C,Primary,36.55,38.73,41.9,48.19,29.34,22.58,35.8,26.0,18.95,23.86,21.53,30.62,2017
Husky,,Cold Lake,11350,Primary,2.41,2.94,5.81,3.59,0.74,6.24,8.1,5.14,7.38,6.14,6.96,4.76,2017
BlackPearl,,Cold Lake,11364C,Primary,5.78,6.63,,,,,,,,,,,2017
CNRL,,Cold Lake,11383A,Primary,21.9,19.6,23.12,15.97,13.93,14.9,10.76,15.54,14.94,12.55,11.55,9.93,2017
Husky,,Cold Lake,11416,Primary,0.54,0.75,0.59,0.0,0.78,0.68,0.65,0.0,0.52,0.0,1.05,,2017
CNRL,,Cold Lake,11428D,Primary,281.75,293.93,288.34,323.55,306.68,289.8,270.34,254.3,254.91,258.89,240.75,203.99,2017
Solara Exploration Ltd.,,Cold Lake,11429A,Primary,5.39,5.68,2.77,8.83,6.03,6.5,3.02,6.86,2.32,9.49,4.65,8.83,2017
Baytex,,Peace River,11437A,Primary,2.75,4.91,1.73,3.13,0.24,4.7,5.39,0.23,4.44,4.14,0.86,0.92,2017
